   , Year  , Datetime           , Stage                   , Stadium                                           , City                             , Home Team Name               , Home Team Goals, Away Team Goals, Away Team Name               , Attendance, Half-time Home Goals, Half-time Away Goals, Referee                             , Assistant 1                         , Assistant 2                         , RoundID, MatchID, Home Team Initials, Away Team Initials
710, 2010.0, 2010-06-12 13:30:00, Group B                 , Port Elizabeth Stadium                            , Nelson Mandela Bay/Port Elizabeth, Korea Republic               ,               2,               0, Greece                       ,      31513,                  1.0,                  0.0, HESTER Michael (NZL)                , HINTZ Jan Hendrik (NZL)             , MAKASINI Tevita (TGA)               ,     711,   10711, KOR               , GRE
711, 2010.0, 2010-06-12 16:00:00, Group B                 , Ellis Park Stadium                                , Johannesburg                     , Argentina                    ,               1,               0, Nigeria                      ,      55686,                  1.0,                  0.0, Wolfgang STARK (GER)                , SALVER Jan-Hendrik (GER)            , PICKEL Mike (GER)                   ,     712,   10712, ARG               , NGA
712, 2010.0, 2010-06-12 20:30:00, Group C                 , Royal Bafokeng Sports Palace                      , Phokeng                          , England                      ,               1,               1, USA                          ,      38646,                  1.0,                  1.0, SIMON Carlos (BRA)                  , HAUSMANN Altemir (BRA)              , BRAATZ Roberto (BRA)                ,     713,   10713, ENG               , USA
713, 2010.0, 2010-06-13 13:30:00, Group C                 , Peter Mokaba Stadium                              , Polokwane                        , Algeria                      ,               0,               1, Slovenia                     ,      30325,                  0.0,                  0.0, BATRES Carlos (GUA)                 , LEAL Leonel (CRC)                   , PASTRANA Carlos (HON)               ,     714,   10714, ALG               , SVN
714, 2010.0, 2010-06-13 16:00:00, Group D                 , Loftus Versfeld Stadium                           , Tshwane/Pretoria                 , Serbia                       ,               0,               1, Ghana                        ,      38833,                  0.0,                  0.0, BALDASSI Hector (ARG)               , CASAS Ricardo (ARG)                 , MAIDANA Hernan (ARG)                ,     715,   10715, SRB               , GHA
715, 2010.0, 2010-06-13 20:30:00, Group D                 , Durban Stadium                                    , Durban                           , Germany                      ,               4,               0, Australia                    ,      62660,                  2.0,                  0.0, RODRIGUEZ Marco (MEX)               , CAMARGO Jose Luis (MEX)             , MORIN Alberto (MEX)                 ,     716,   10716, GER               , AUS
716, 2010.0, 2010-06-14 13:30:00, Group E                 , Soccer City Stadium                               , Johannesburg                     , Netherlands                  ,               2,               0, Denmark                      ,      83465,                  0.0,                  0.0, Stphane LANNOY (FRA)                , DANSAULT Eric (FRA)                 , UGO Laurent (FRA)                   ,     717,   10717, NED               , DEN
717, 2010.0, 2010-06-14 16:00:00, Group E                 , Free State Stadium                                , Mangaung/Bloemfontein            , Japan                        ,               1,               0, Cameroon                     ,      30620,                  1.0,                  0.0, Olegrio BENQUERENA (POR)            , CARDINAL Jose (POR)                 , MIRANDA Bertino (POR)               ,     718,   10718, JPN               , CMR
718, 2010.0, 2010-06-14 20:30:00, Group F                 , Cape Town Stadium                                 , Cape Town                        , Italy                        ,               1,               1, Paraguay                     ,      62869,                  0.0,                  1.0, ARCHUNDIA Benito (MEX)              , VERGARA Hector (CAN)                , TORRENTERA Marvin (MEX)             ,     719,   10719, ITA               , PAR
719, 2010.0, 2010-06-15 13:30:00, Group F                 , Royal Bafokeng Sports Palace                      , Phokeng                          , New Zealand                  ,               1,               1, Slovakia                     ,      23871,                  0.0,                  0.0, DAMON Jerome (RSA)                  , NTAGUNGIRA Celestin (RWA)           , MOLEFE Enock (RSA)                  ,     720,   10720, NZL               , SVK
720, 2010.0, 2010-06-15 16:00:00, Group G                 , Port Elizabeth Stadium                            , Nelson Mandela Bay/Port Elizabeth, C�te d'Ivoire                ,               0,               0, Portugal                     ,      37034,                  0.0,                  0.0, LARRIONDA Jorge (URU)               , FANDINO Pablo (URU)                 , ESPINOSA Mauricio (URU)             ,     721,   10721, CIV               , POR
721, 2010.0, 2010-06-15 20:30:00, Group G                 , Ellis Park Stadium                                , Johannesburg                     , Brazil                       ,               2,               1, Korea DPR                    ,      54331,                  0.0,                  0.0, KASSAI Viktor (HUN)                 , EROS Gabor (HUN)                    , VAMOS Tibor (HUN)                   ,     722,   10722, BRA               , PRK
722, 2010.0, 2010-06-16 13:30:00, Group H                 , Mbombela Stadium                                  , Nelspruit                        , Honduras                     ,               0,               1, Chile                        ,      32664,                  0.0,                  1.0, MAILLET Eddy (SEY)                  , MENKOUANDE Evarist (CMR)            , HASSANI Bechir (TUN)                ,     723,   10723, HON               , CHI
723, 2010.0, 2010-06-16 16:00:00, Group H                 , Durban Stadium                                    , Durban                           , Spain                        ,               0,               1, Switzerland                  ,      62453,                  0.0,                  0.0, WEBB Howard (ENG)                   , Darren CANN (ENG)                   , MULLARKEY Michael (ENG)             ,     724,   10724, ESP               , SUI
724, 2010.0, 2010-06-16 20:30:00, Group A                 , Loftus Versfeld Stadium                           , Tshwane/Pretoria                 , South Africa                 ,               0,               3, Uruguay                      ,      42658,                  0.0,                  1.0, BUSACCA Massimo (SUI)               , ARNET Matthias (SUI)                , BURAGINA Francesco (SUI)            ,     725,   10725, RSA               , URU
725, 2010.0, 2010-06-17 13:30:00, Group B                 , Soccer City Stadium                               , Johannesburg                     , Argentina                    ,               4,               1, Korea Republic               ,      82174,                  2.0,                  1.0, DE BLEECKERE Frank (BEL)            , HERMANS Peter (BEL)                 , VROMANS Walter (BEL)                ,     726,   10726, ARG               , KOR
726, 2010.0, 2010-06-17 16:00:00, Group B                 , Free State Stadium                                , Mangaung/Bloemfontein            , Greece                       ,               2,               1, Nigeria                      ,      31593,                  1.0,                  1.0, RUIZ Oscar (COL)                    , GONZALEZ Abraham (COL)              , CLAVIJO Humberto (COL)              ,     727,   10727, GRE               , NGA
727, 2010.0, 2010-06-17 20:30:00, Group A                 , Peter Mokaba Stadium                              , Polokwane                        , France                       ,               0,               2, Mexico                       ,      35370,                  0.0,                  0.0, AL GHAMDI Khalil (KSA)              , KAMRANIFAR Hassan (IRN)             , AL MARZOUQI Saleh (UAE)             ,     728,   10728, FRA               , MEX
728, 2010.0, 2010-06-18 13:30:00, Group D                 , Port Elizabeth Stadium                            , Nelson Mandela Bay/Port Elizabeth, Germany                      ,               0,               1, Serbia                       ,      38294,                  0.0,                  1.0, Alberto UNDIANO MALLENCO (ESP)      , MARTINEZ Fermin (ESP)               , YUSTE Juan (ESP)                    ,     729,   10729, GER               , SRB
729, 2010.0, 2010-06-18 16:00:00, Group C                 , Ellis Park Stadium                                , Johannesburg                     , Slovenia                     ,               2,               2, USA                          ,      45573,                  2.0,                  0.0, Koman COULIBALY (MLI)               , ACHIK Redouane (MAR)                , MANUEL CANDIDO Inacio (ANG)         ,     730,   10730, SVN               , USA
730, 2010.0, 2010-06-18 20:30:00, Group C                 , Cape Town Stadium                                 , Cape Town                        , England                      ,               0,               0, Algeria                      ,      64100,                  0.0,                  0.0, Ravshan IRMATOV (UZB)               , ILYASOV Rafael (UZB)                , KOCHKAROV Bakhadyr (KGZ)            ,     731,   10731, ENG               , ALG
731, 2010.0, 2010-06-19 13:30:00, Group E                 , Durban Stadium                                    , Durban                           , Netherlands                  ,               1,               0, Japan                        ,      62010,                  0.0,                  0.0, BALDASSI Hector (ARG)               , CASAS Ricardo (ARG)                 , MAIDANA Hernan (ARG)                ,     732,   10732, NED               , JPN
732, 2010.0, 2010-06-19 16:00:00, Group D                 , Royal Bafokeng Sports Palace                      , Phokeng                          , Ghana                        ,               1,               1, Australia                    ,      34812,                  1.0,                  1.0, ROSETTI Roberto (ITA)               , CALCAGNO Paolo (ITA)                , AYROLDI Stefano (ITA)               ,     733,   10733, GHA               , AUS
733, 2010.0, 2010-06-19 20:30:00, Group E                 , Loftus Versfeld Stadium                           , Tshwane/Pretoria                 , Cameroon                     ,               1,               2, Denmark                      ,      38074,                  1.0,                  1.0, LARRIONDA Jorge (URU)               , FANDINO Pablo (URU)                 , ESPINOSA Mauricio (URU)             ,     734,   10734, CMR               , DEN
734, 2010.0, 2010-06-20 13:30:00, Group F                 , Free State Stadium                                , Mangaung/Bloemfontein            , Slovakia                     ,               0,               2, Paraguay                     ,      26643,                  0.0,                  1.0, MAILLET Eddy (SEY)                  , MENKOUANDE Evarist (CMR)            , HASSANI Bechir (TUN)                ,     735,   10735, SVK               , PAR
735, 2010.0, 2010-06-20 16:00:00, Group F                 , Mbombela Stadium                                  , Nelspruit                        , Italy                        ,               1,               1, New Zealand                  ,      38229,                  1.0,                  1.0, BATRES Carlos (GUA)                 , LEAL Leonel (CRC)                   , PASTRANA Carlos (HON)               ,     736,   10736, ITA               , NZL
736, 2010.0, 2010-06-20 20:30:00, Group G                 , Soccer City Stadium                               , Johannesburg                     , Brazil                       ,               3,               1, C�te d'Ivoire                ,      84455,                  1.0,                  0.0, Stphane LANNOY (FRA)                , DANSAULT Eric (FRA)                 , UGO Laurent (FRA)                   ,     737,   10737, BRA               , CIV
737, 2010.0, 2010-06-21 13:30:00, Group G                 , Cape Town Stadium                                 , Cape Town                        , Portugal                     ,               7,               0, Korea DPR                    ,      63644,                  1.0,                  0.0, POZO Pablo (CHI)                    , BASUALTO Patricio (CHI)             , MONDRIA Francisco (CHI)             ,     738,   10738, POR               , PRK
738, 2010.0, 2010-06-21 16:00:00, Group H                 , Port Elizabeth Stadium                            , Nelson Mandela Bay/Port Elizabeth, Chile                        ,               1,               0, Switzerland                  ,      34872,                  0.0,                  0.0, AL GHAMDI Khalil (KSA)              , KAMRANIFAR Hassan (IRN)             , AL MARZOUQI Saleh (UAE)             ,     739,   10739, CHI               , SUI
739, 2010.0, 2010-06-21 20:30:00, Group H                 , Ellis Park Stadium                                , Johannesburg                     , Spain                        ,               2,               0, Honduras                     ,      54386,                  1.0,                  0.0, NISHIMURA Yuichi (JPN)              , SAGARA Toru (JPN)                   , JEONG Hae Sang (KOR)                ,     740,   10740, ESP               , HON
740, 2010.0, 2010-06-22 16:00:00, Group A                 , Royal Bafokeng Sports Palace                      , Phokeng                          , Mexico                       ,               0,               1, Uruguay                      ,      33425,                  0.0,                  1.0, KASSAI Viktor (HUN)                 , EROS Gabor (HUN)                    , VAMOS Tibor (HUN)                   ,     741,   10741, MEX               , URU
741, 2010.0, 2010-06-22 16:00:00, Group A                 , Free State Stadium                                , Mangaung/Bloemfontein            , France                       ,               1,               2, South Africa                 ,      39415,                  0.0,                  2.0, RUIZ Oscar (COL)                    , GONZALEZ Abraham (COL)              , CLAVIJO Humberto (COL)              ,     742,   10742, FRA               , RSA
742, 2010.0, 2010-06-22 20:30:00, Group B                 , Durban Stadium                                    , Durban                           , Nigeria                      ,               2,               2, Korea Republic               ,      61874,                  1.0,                  1.0, Olegrio BENQUERENA (POR)            , CARDINAL Jose (POR)                 , MIRANDA Bertino (POR)               ,     743,   10743, NGA               , KOR
743, 2010.0, 2010-06-22 20:30:00, Group B                 , Peter Mokaba Stadium                              , Polokwane                        , Greece                       ,               0,               2, Argentina                    ,      38891,                  0.0,                  0.0, Ravshan IRMATOV (UZB)               , ILYASOV Rafael (UZB)                , KOCHKAROV Bakhadyr (KGZ)            ,     744,   10744, GRE               , ARG
744, 2010.0, 2010-06-23 16:00:00, Group C                 , Port Elizabeth Stadium                            , Nelson Mandela Bay/Port Elizabeth, Slovenia                     ,               0,               1, England                      ,      36893,                  0.0,                  1.0, Wolfgang STARK (GER)                , SALVER Jan-Hendrik (GER)            , PICKEL Mike (GER)                   ,     745,   10745, SVN               , ENG
745, 2010.0, 2010-06-23 16:00:00, Group C                 , Loftus Versfeld Stadium                           , Tshwane/Pretoria                 , USA                          ,               1,               0, Algeria                      ,      35827,                  0.0,                  0.0, DE BLEECKERE Frank (BEL)            , HERMANS Peter (BEL)                 , VROMANS Walter (BEL)                ,     746,   10746, USA               , ALG
746, 2010.0, 2010-06-23 20:30:00, Group D                 , Soccer City Stadium                               , Johannesburg                     , Ghana                        ,               0,               1, Germany                      ,      83391,                  0.0,                  0.0, SIMON Carlos (BRA)                  , HAUSMANN Altemir (BRA)              , BRAATZ Roberto (BRA)                ,     747,   10747, GHA               , GER
747, 2010.0, 2010-06-23 20:30:00, Group D                 , Mbombela Stadium                                  , Nelspruit                        , Australia                    ,               2,               1, Serbia                       ,      37836,                  0.0,                  0.0, LARRIONDA Jorge (URU)               , FANDINO Pablo (URU)                 , ESPINOSA Mauricio (URU)             ,     748,   10748, AUS               , SRB
748, 2010.0, 2010-06-24 16:00:00, Group F                 , Ellis Park Stadium                                , Johannesburg                     , Slovakia                     ,               3,               2, Italy                        ,      53412,                  1.0,                  0.0, WEBB Howard (ENG)                   , Darren CANN (ENG)                   , MULLARKEY Michael (ENG)             ,     749,   10749, SVK               , ITA
749, 2010.0, 2010-06-24 16:00:00, Group F                 , Peter Mokaba Stadium                              , Polokwane                        , Paraguay                     ,               0,               0, New Zealand                  ,      34850,                  0.0,                  0.0, NISHIMURA Yuichi (JPN)              , SAGARA Toru (JPN)                   , JEONG Hae Sang (KOR)                ,     750,   10750, PAR               , NZL
750, 2010.0, 2010-06-24 20:30:00, Group E                 , Royal Bafokeng Sports Palace                      , Phokeng                          , Denmark                      ,               1,               3, Japan                        ,      27967,                  0.0,                  2.0, DAMON Jerome (RSA)                  , NTAGUNGIRA Celestin (RWA)           , MOLEFE Enock (RSA)                  ,     751,   10751, DEN               , JPN
751, 2010.0, 2010-06-24 20:30:00, Group E                 , Cape Town Stadium                                 , Cape Town                        , Cameroon                     ,               1,               2, Netherlands                  ,      63093,                  0.0,                  1.0, POZO Pablo (CHI)                    , BASUALTO Patricio (CHI)             , MONDRIA Francisco (CHI)             ,     752,   10752, CMR               , NED
752, 2010.0, 2010-06-25 16:00:00, Group G                 , Durban Stadium                                    , Durban                           , Portugal                     ,               0,               0, Brazil                       ,      62712,                  0.0,                  0.0, ARCHUNDIA Benito (MEX)              , VERGARA Hector (CAN)                , TORRENTERA Marvin (MEX)             ,     753,   10753, POR               , BRA
753, 2010.0, 2010-06-25 16:00:00, Group G                 , Mbombela Stadium                                  , Nelspruit                        , Korea DPR                    ,               0,               3, C�te d'Ivoire                ,      34763,                  0.0,                  2.0, Alberto UNDIANO MALLENCO (ESP)      , MARTINEZ Fermin (ESP)               , YUSTE Juan (ESP)                    ,     754,   10754, PRK               , CIV
754, 2010.0, 2010-06-25 20:30:00, Group H                 , Loftus Versfeld Stadium                           , Tshwane/Pretoria                 , Chile                        ,               1,               2, Spain                        ,      41958,                  0.0,                  2.0, RODRIGUEZ Marco (MEX)               , CAMARGO Jose Luis (MEX)             , MORIN Alberto (MEX)                 ,     755,   10755, CHI               , ESP
755, 2010.0, 2010-06-25 20:30:00, Group H                 , Free State Stadium                                , Mangaung/Bloemfontein            , Switzerland                  ,               0,               0, Honduras                     ,      28042,                  0.0,                  0.0, BALDASSI Hector (ARG)               , CASAS Ricardo (ARG)                 , MAIDANA Hernan (ARG)                ,     756,   10756, SUI               , HON
756, 2010.0, 2010-06-26 16:00:00, Round of 16             , Port Elizabeth Stadium                            , Nelson Mandela Bay/Port Elizabeth, Uruguay                      ,               2,               1, Korea Republic               ,      30597,                  1.0,                  0.0, Wolfgang STARK (GER)                , SALVER Jan-Hendrik (GER)            , PICKEL Mike (GER)                   ,     757,   10757, URU               , KOR
757, 2010.0, 2010-06-26 20:30:00, Round of 16             , Royal Bafokeng Sports Palace                      , Phokeng                          , USA                          ,               1,               2, Ghana                        ,      34976,                  0.0,                  0.0, KASSAI Viktor (HUN)                 , EROS Gabor (HUN)                    , VAMOS Tibor (HUN)                   ,     758,   10758, USA               , GHA
758, 2010.0, 2010-06-27 16:00:00, Round of 16             , Free State Stadium                                , Mangaung/Bloemfontein            , Germany                      ,               4,               1, England                      ,      40510,                  2.0,                  1.0, LARRIONDA Jorge (URU)               , FANDINO Pablo (URU)                 , ESPINOSA Mauricio (URU)             ,     759,   10759, GER               , ENG
759, 2010.0, 2010-06-27 20:30:00, Round of 16             , Soccer City Stadium                               , Johannesburg                     , Argentina                    ,               3,               1, Mexico                       ,      84377,                  2.0,                  0.0, ROSETTI Roberto (ITA)               , CALCAGNO Paolo (ITA)                , AYROLDI Stefano (ITA)               ,     760,   10760, ARG               , MEX
760, 2010.0, 2010-06-28 16:00:00, Round of 16             , Durban Stadium                                    , Durban                           , Netherlands                  ,               2,               1, Slovakia                     ,      61962,                  1.0,                  0.0, Alberto UNDIANO MALLENCO (ESP)      , MARTINEZ Fermin (ESP)               , YUSTE Juan (ESP)                    ,     761,   10761, NED               , SVK
761, 2010.0, 2010-06-28 20:30:00, Round of 16             , Ellis Park Stadium                                , Johannesburg                     , Brazil                       ,               3,               0, Chile                        ,      54096,                  2.0,                  0.0, WEBB Howard (ENG)                   , Darren CANN (ENG)                   , MULLARKEY Michael (ENG)             ,     762,   10762, BRA               , CHI
762, 2010.0, 2010-06-29 16:00:00, Round of 16             , Loftus Versfeld Stadium                           , Tshwane/Pretoria                 , Paraguay                     ,               0,               0, Japan                        ,      36742,                  0.0,                  0.0, DE BLEECKERE Frank (BEL)            , HERMANS Peter (BEL)                 , VROMANS Walter (BEL)                ,     763,   10763, PAR               , JPN
763, 2010.0, 2010-06-29 20:30:00, Round of 16             , Cape Town Stadium                                 , Cape Town                        , Spain                        ,               1,               0, Portugal                     ,      62955,                  0.0,                  0.0, BALDASSI Hector (ARG)               , CASAS Ricardo (ARG)                 , MAIDANA Hernan (ARG)                ,     764,   10764, ESP               , POR
764, 2010.0, 2010-07-02 16:00:00, Quarter-finals          , Port Elizabeth Stadium                            , Nelson Mandela Bay/Port Elizabeth, Netherlands                  ,               2,               1, Brazil                       ,      40186,                  0.0,                  1.0, NISHIMURA Yuichi (JPN)              , SAGARA Toru (JPN)                   , JEONG Hae Sang (KOR)                ,     765,   10765, NED               , BRA
765, 2010.0, 2010-07-02 20:30:00, Quarter-finals          , Soccer City Stadium                               , Johannesburg                     , Uruguay                      ,               1,               1, Ghana                        ,      84017,                  0.0,                  0.0, Olegrio BENQUERENA (POR)            , CARDINAL Jose (POR)                 , MIRANDA Bertino (POR)               ,     766,   10766, URU               , GHA
766, 2010.0, 2010-07-03 16:00:00, Quarter-finals          , Cape Town Stadium                                 , Cape Town                        , Argentina                    ,               0,               4, Germany                      ,      64100,                  0.0,                  1.0, Ravshan IRMATOV (UZB)               , ILYASOV Rafael (UZB)                , KOCHKAROV Bakhadyr (KGZ)            ,     767,   10767, ARG               , GER
767, 2010.0, 2010-07-03 20:30:00, Quarter-finals          , Ellis Park Stadium                                , Johannesburg                     , Paraguay                     ,               0,               1, Spain                        ,      55359,                  0.0,                  0.0, BATRES Carlos (GUA)                 , LEAL Leonel (CRC)                   , PASTRANA Carlos (HON)               ,     768,   10768, PAR               , ESP
768, 2010.0, 2010-07-06 20:30:00, Semi-finals             , Cape Town Stadium                                 , Cape Town                        , Uruguay                      ,               2,               3, Netherlands                  ,      62479,                  1.0,                  1.0, Ravshan IRMATOV (UZB)               , ILYASOV Rafael (UZB)                , KOCHKAROV Bakhadyr (KGZ)            ,     769,   10769, URU               , NED
769, 2010.0, 2010-07-07 20:30:00, Semi-finals             , Durban Stadium                                    , Durban                           , Germany                      ,               0,               1, Spain                        ,      60960,                  0.0,                  0.0, KASSAI Viktor (HUN)                 , EROS Gabor (HUN)                    , VAMOS Tibor (HUN)                   ,     770,   10770, GER               , ESP
770, 2010.0, 2010-07-10 20:30:00, Match for third place   , Port Elizabeth Stadium                            , Nelson Mandela Bay/Port Elizabeth, Uruguay                      ,               2,               3, Germany                      ,      36254,                  1.0,                  1.0, ARCHUNDIA Benito (MEX)              , VERGARA Hector (CAN)                , TORRENTERA Marvin (MEX)             ,     771,   10771, URU               , GER
771, 2010.0, 2010-07-11 20:30:00, Final                   , Soccer City Stadium                               , Johannesburg                     , Netherlands                  ,               0,               1, Spain                        ,      84490,                  0.0,                  0.0, WEBB Howard (ENG)                   , Darren CANN (ENG)                   , MULLARKEY Michael (ENG)             ,     772,   10772, NED               , ESP
772, 2014.0, 2014-06-12 17:00:00, Group A                 , Arena de Sao Paulo                                , Sao Paulo                        , Brazil                       ,               3,               1, Croatia                      ,      62103,                  1.0,                  1.0, NISHIMURA Yuichi (JPN)              , SAGARA Toru (JPN)                   , NAGI Toshiyuki (JPN)                ,     773,   10773, BRA               , CRO
773, 2014.0, 2014-06-13 13:00:00, Group A                 , Estadio das Dunas                                 , Natal                            , Mexico                       ,               1,               0, Cameroon                     ,      39216,                  0.0,                  0.0, ROLDAN Wilmar (COL)                 , CLAVIJO Humberto (COL)              , DIAZ Eduardo (COL)                  ,     774,   10774, MEX               , CMR
774, 2014.0, 2014-06-13 16:00:00, Group B                 , Arena Fonte Nova                                  , Salvador                         , Spain                        ,               1,               5, Netherlands                  ,      48173,                  1.0,                  1.0, Nicola RIZZOLI (ITA)                , Renato FAVERANI (ITA)               , Andrea STEFANI (ITA)                ,     775,   10775, ESP               , NED
775, 2014.0, 2014-06-13 18:00:00, Group B                 , Arena Pantanal                                    , Cuiaba                           , Chile                        ,               3,               1, Australia                    ,      40275,                  2.0,                  1.0, Noumandiez DOUE (CIV)               , YEO Songuifolo (CIV)                , BIRUMUSHAHU Jean Claude (BDI)       ,     776,   10776, CHI               , AUS
776, 2014.0, 2014-06-14 13:00:00, Group C                 , Estadio Mineirao                                  , Belo Horizonte                   , Colombia                     ,               3,               0, Greece                       ,      57174,                  1.0,                  0.0, GEIGER Mark (USA)                   , HURD Sean (USA)                     , FLETCHER Joe (CAN)                  ,     777,   10777, COL               , GRE
777, 2014.0, 2014-06-14 16:00:00, Group D                 , Estadio Castelao                                  , Fortaleza                        , Uruguay                      ,               1,               3, Costa Rica                   ,      58679,                  1.0,                  0.0, BRYCH Felix (GER)                   , BORSCH Mark (GER)                   , LUPP Stefan (GER)                   ,     778,   10778, URU               , CRC
778, 2014.0, 2014-06-14 18:00:00, Group D                 , Arena Amazonia                                    , Manaus                           , England                      ,               1,               2, Italy                        ,      39800,                  1.0,                  1.0, Bjrn KUIPERS (NED)                  , Sander VAN ROEKEL (NED)             , Erwin ZEINSTRA (NED)                ,     779,   10779, ENG               , ITA
779, 2014.0, 2014-06-14 22:00:00, Group C                 , Arena Pernambuco                                  , Recife                           , C�te d'Ivoire                ,               2,               1, Japan                        ,      40267,                  0.0,                  1.0, OSSES Enrique (CHI)                 , ASTROZA Carlos (CHI)                , ROMAN Sergio (CHI)                  ,     780,   10780, CIV               , JPN
780, 2014.0, 2014-06-15 13:00:00, Group E                 , Estadio Nacional                                  , Brasilia                         , Switzerland                  ,               2,               1, Ecuador                      ,      68351,                  0.0,                  1.0, Ravshan IRMATOV (UZB)               , RASULOV Abduxamidullo (UZB)         , KOCHKAROV Bakhadyr (KGZ)            ,     781,   10781, SUI               , ECU
781, 2014.0, 2014-06-15 16:00:00, Group E                 , Estadio Beira-Rio                                 , Porto Alegre                     , France                       ,               3,               0, Honduras                     ,      43012,                  1.0,                  0.0, RICCI Sandro (BRA)                  , DE CARVALHO Emerson (BRA)           , VAN GASSE Marcelo (BRA)             ,     782,   10782, FRA               , HON
782, 2014.0, 2014-06-15 19:00:00, Group F                 , Estadio do Maracana                               , Rio De Janeiro                   , Argentina                    ,               2,               1, "rn"">Bosnia and Herzegovina",      74738,                  1.0,                  0.0, AGUILAR Joel (SLV)                  , TORRES William (SLV)                , ZUMBA Juan (SLV)                    ,     783,   10783, ARG               , BIH
783, 2014.0, 2014-06-16 13:00:00, Group G                 , Arena Fonte Nova                                  , Salvador                         , Germany                      ,               4,               0, Portugal                     ,      51081,                  3.0,                  0.0, MAZIC Milorad (SRB)                 , RISTIC Milovan (SRB)                , DJURDJEVIC Dalibor (SRB)            ,     784,   10784, GER               , POR
784, 2014.0, 2014-06-16 16:00:00, Group F                 , Arena da Baixada                                  , Curitiba                         , IR Iran                      ,               0,               0, Nigeria                      ,      39081,                  0.0,                  0.0, VERA Carlos (ECU)                   , LESCANO Christian (ECU)             , ROMERO Byron (ECU)                  ,     785,   10785, IRN               , NGA
785, 2014.0, 2014-06-16 19:00:00, Group G                 , Estadio das Dunas                                 , Natal                            , Ghana                        ,               1,               2, USA                          ,      39760,                  0.0,                  1.0, ERIKSSON Jonas (SWE)                , KLASENIUS Mathias (SWE)             , WARNMARK Daniel (SWE)               ,     786,   10786, GHA               , USA
786, 2014.0, 2014-06-17 13:00:00, Group H                 , Estadio Mineirao                                  , Belo Horizonte                   , Belgium                      ,               2,               1, Algeria                      ,      56800,                  0.0,                  1.0, RODRIGUEZ Marco (MEX)               , TORRENTERA Marvin (MEX)             , QUINTERO Marcos (MEX)               ,     787,   10787, BEL               , ALG
787, 2014.0, 2014-06-17 16:00:00, Group A                 , Estadio Castelao                                  , Fortaleza                        , Brazil                       ,               0,               0, Mexico                       ,      60342,                  0.0,                  0.0, Cneyt AKIR (TUR)                    , DURAN Bahattin (TUR)                , ONGUN Tarik (TUR)                   ,     788,   10788, BRA               , MEX
788, 2014.0, 2014-06-17 18:00:00, Group H                 , Arena Pantanal                                    , Cuiaba                           , Russia                       ,               1,               1, Korea Republic               ,      37603,                  0.0,                  0.0, PITANA Nestor (ARG)                 , MAIDANA Hernan (ARG)                , BELATTI Juan Pablo (ARG)            ,     789,   10789, RUS               , KOR
789, 2014.0, 2014-06-18 13:00:00, Group B                 , Estadio Beira-Rio                                 , Porto Alegre                     , Australia                    ,               2,               3, Netherlands                  ,      42877,                  1.0,                  1.0, HAIMOUDI Djamel (ALG)               , ACHIK Redouane (MAR)                , ETCHIALI Abdelhak (ALG)             ,     790,   10790, AUS               , NED
790, 2014.0, 2014-06-18 16:00:00, Group B                 , Estadio do Maracana                               , Rio De Janeiro                   , Spain                        ,               0,               2, Chile                        ,      74101,                  0.0,                  2.0, GEIGER Mark (USA)                   , HURD Sean (USA)                     , FLETCHER Joe (CAN)                  ,     791,   10791, ESP               , CHI
791, 2014.0, 2014-06-18 18:00:00, Group A                 , Arena Amazonia                                    , Manaus                           , Cameroon                     ,               0,               4, Croatia                      ,      39982,                  0.0,                  1.0, PROENCA Pedro (POR)                 , MIRANDA Bertino (POR)               , TRIGO Jose (POR)                    ,     792,   10792, CMR               , CRO
792, 2014.0, 2014-06-19 13:00:00, Group C                 , Estadio Nacional                                  , Brasilia                         , Colombia                     ,               2,               1, C�te d'Ivoire                ,      68748,                  0.0,                  0.0, WEBB Howard (ENG)                   , MULLARKEY Michael (ENG)             , Darren CANN (ENG)                   ,     793,   10793, COL               , CIV
793, 2014.0, 2014-06-19 16:00:00, Group D                 , Arena de Sao Paulo                                , Sao Paulo                        , Uruguay                      ,               2,               1, England                      ,      62575,                  1.0,                  0.0, Carlos VELASCO CARBALLO (ESP)       , ALONSO FERNANDEZ Roberto (ESP)      , YUSTE Juan (ESP)                    ,     794,   10794, URU               , ENG
794, 2014.0, 2014-06-19 19:00:00, Group C                 , Estadio das Dunas                                 , Natal                            , Japan                        ,               0,               0, Greece                       ,      39485,                  0.0,                  0.0, AGUILAR Joel (SLV)                  , TORRES William (SLV)                , ZUMBA Juan (SLV)                    ,     795,   10795, JPN               , GRE
795, 2014.0, 2014-06-20 13:00:00, Group D                 , Arena Pernambuco                                  , Recife                           , Italy                        ,               0,               1, Costa Rica                   ,      40285,                  0.0,                  1.0, OSSES Enrique (CHI)                 , ASTROZA Carlos (CHI)                , ROMAN Sergio (CHI)                  ,     796,   10796, ITA               , CRC
796, 2014.0, 2014-06-20 16:00:00, Group E                 , Arena Fonte Nova                                  , Salvador                         , Switzerland                  ,               2,               5, France                       ,      51003,                  0.0,                  3.0, Bjrn KUIPERS (NED)                  , Sander VAN ROEKEL (NED)             , Erwin ZEINSTRA (NED)                ,     797,   10797, SUI               , FRA
